,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type,interaction_wealth_income,income_to_home_ratio,wealth_to_home_ratio,gift_to_income_ratio,average_gift_size_to_largest_gift_ratio,total_gifts_to_number_of_promotions,homeowner_children,zip_gender,time_since_last_gift_bucket
109,No,No,No,Yes,Yes,1,7,No,8,3496,816,857,3,17,25.0,20.0,20.0,34,3,12.5,No Donor,train,56,0.002002288329519451,0.002288329519450801,3.5714285714285716,0.625,1.4705882352941178,Yes_1,No_No_No_Yes_No,24+
110,No,No,No,No,No,1,2,No,8,4607,587,658,5,24,36.0,11.0,10.0,29,7,9.0,No Donor,dev,16,0.0004341219882787063,0.0017364879531148252,18.0,0.8181818181818182,1.5,No_1,No_No_No_No_No,24+
111,Yes,No,No,No,Yes,1,1,No,8,985,310,371,16,78,146.0,10.0,7.0,29,4,6.952380952,No Donor,train,8,0.0010152284263959391,0.008121827411167513,146.0,0.6952380952,1.8717948717948718,Yes_1,Yes_No_No_No_No,24+
112,No,No,Yes,No,Yes,1,5,No,4,1039,604,684,2,74,105.0,5.0,5.0,28,4,5.0,Donor,train,20,0.004812319538017324,0.0038498556304138597,21.0,1.0,1.4189189189189189,Yes_1,No_No_Yes_No_No,24+
113,No,Yes,No,No,Yes,1,4,No,2,610,281,328,16,50,161.0,25.0,10.0,36,5,10.0625,Donor,train,8,0.006557377049180328,0.003278688524590164,40.25,0.4025,3.22,Yes_1,No_Yes_No_No_No,24+
114,No,No,No,Yes,Yes,1,4,Yes,3,462,270,307,21,95,2200.0,100.0,39.0,19,62,26.82926829,Donor,train,12,0.008658008658008658,0.006493506493506494,550.0,0.2682926829,23.157894736842106,Yes_1,No_No_No_Yes_Yes,13-24
115,No,No,No,Yes,Yes,1,4,No,8,1667,169,269,40,36,66.0,7.0,5.0,30,2,5.5,Donor,train,32,0.0023995200959808036,0.004799040191961607,16.5,0.7857142857142857,1.8333333333333333,Yes_1,No_No_No_Yes_No,24+
116,No,No,No,Yes,Yes,1,4,Yes,8,601,288,330,26,29,36.0,11.0,10.0,32,8,9.0,No Donor,train,32,0.0066555740432612314,0.013311148086522463,9.0,0.8181818181818182,1.2413793103448276,Yes_1,No_No_No_Yes_Yes,24+
117,No,No,Yes,No,Yes,1,4,No,8,781,372,466,13,37,122.0,20.0,6.0,28,3,12.2,No Donor,dev,32,0.005121638924455826,0.010243277848911651,30.5,0.61,3.2972972972972974,Yes_1,No_No_Yes_No_No,24+
118,No,No,No,Yes,Yes,1,6,Yes,8,1758,459,521,6,27,95.0,25.0,25.0,29,5,19.0,No Donor,train,48,0.0034129692832764505,0.004550625711035267,15.833333333333334,0.76,3.5185185185185186,Yes_1,No_No_No_Yes_Yes,24+
119,Yes,No,No,No,Yes,1,5,No,3,604,256,379,22,37,70.0,20.0,18.0,37,2,14.0,No Donor,train,15,0.008278145695364239,0.004966887417218543,14.0,0.7,1.8918918918918919,Yes_1,Yes_No_No_No_No,24+
120,Yes,No,No,No,Yes,1,4,No,2,625,256,324,31,68,84.0,10.0,2.0,30,6,3.818181818,No Donor,dev,8,0.0064,0.0032,21.0,0.3818181818,1.2352941176470589,Yes_1,Yes_No_No_No_No,24+
121,No,No,No,Yes,Yes,1,4,Yes,8,1525,517,632,10,39,77.0,9.0,5.0,30,10,6.416666667,No Donor,dev,32,0.002622950819672131,0.005245901639344262,19.25,0.7129629630000001,1.9743589743589745,Yes_1,No_No_No_Yes_Yes,24+
122,No,No,No,Yes,Yes,1,1,Yes,4,1172,473,608,0,112,322.25,20.0,10.0,17,5,4.475694444,No Donor,train,4,0.0008532423208191126,0.0034129692832764505,322.25,0.2237847222,2.877232142857143,Yes_1,No_No_No_Yes_Yes,13-24
123,Yes,No,No,No,No,1,5,Yes,8,1519,650,705,7,49,91.0,15.0,10.0,35,5,7.583333333,Donor,train,40,0.0032916392363396972,0.005266622778143515,18.2,0.5055555555333333,1.8571428571428572,No_1,Yes_No_No_No_Yes,24+
124,No,No,No,Yes,Yes,1,3,Yes,1,732,261,298,23,78,145.0,10.0,5.0,32,6,6.304347826,No Donor,train,3,0.004098360655737705,0.001366120218579235,48.333333333333336,0.6304347826,1.858974358974359,Yes_1,No_No_No_Yes_Yes,24+
125,Yes,No,No,No,Yes,1,5,No,8,279,323,308,5,27,44.0,20.0,12.0,29,5,11.0,Donor,train,40,0.017921146953405017,0.02867383512544803,8.8,0.55,1.6296296296296295,Yes_1,Yes_No_No_No_No,24+
126,No,No,No,Yes,Yes,1,4,Yes,8,423,271,313,18,51,80.0,7.0,7.0,32,3,5.0,No Donor,train,32,0.009456264775413711,0.018912529550827423,20.0,0.7142857142857143,1.5686274509803921,Yes_1,No_No_No_Yes_Yes,24+
127,Yes,No,No,No,Yes,1,2,Yes,9,1150,573,653,3,48,120.65,25.0,10.0,29,7,10.96818182,Donor,train,18,0.0017391304347826088,0.00782608695652174,60.325,0.4387272728,2.513541666666667,Yes_1,Yes_No_No_No_Yes,24+
128,Yes,No,No,No,Yes,3,5,Yes,8,887,488,522,2,61,77.0,20.0,20.0,37,16,12.83333333,No Donor,train,40,0.005636978579481398,0.009019165727170236,15.4,0.6416666665,1.2622950819672132,Yes_3,Yes_No_No_No_Yes,24+
129,No,No,No,Yes,Yes,1,2,Yes,8,1539,358,391,13,37,115.0,25.0,25.0,28,4,19.16666667,Donor,train,16,0.001299545159194282,0.005198180636777128,57.5,0.7666666668000001,3.108108108108108,Yes_1,No_No_No_Yes_Yes,24+
130,No,No,No,Yes,Yes,1,5,Yes,8,1909,624,680,1,44,95.0,50.0,25.0,30,15,19.0,No Donor,train,40,0.0026191723415400735,0.0041906757464641176,19.0,0.38,2.159090909090909,Yes_1,No_No_No_Yes_Yes,24+
131,No,No,No,Yes,Yes,1,2,Yes,4,1058,330,414,21,40,139.0,24.0,15.0,28,5,11.58333333,No Donor,train,8,0.001890359168241966,0.003780718336483932,69.5,0.48263888875,3.475,Yes_1,No_No_No_Yes_Yes,24+
132,No,No,No,Yes,Yes,1,7,No,8,1120,577,602,7,55,53.0,5.0,5.0,32,9,4.818181818,No Donor,train,56,0.00625,0.007142857142857143,7.571428571428571,0.9636363636,0.9636363636363636,Yes_1,No_No_No_Yes_No,24+
133,No,No,Yes,No,Yes,1,2,No,5,863,365,382,7,52,85.0,10.0,10.0,33,5,7.083333333,No Donor,dev,10,0.002317497103128621,0.005793742757821553,42.5,0.7083333332999999,1.6346153846153846,Yes_1,No_No_Yes_No_No,24+
134,Yes,No,No,No,No,1,1,No,8,752,372,400,7,23,31.0,11.0,9.0,34,2,7.75,No Donor,train,8,0.0013297872340425532,0.010638297872340425,31.0,0.7045454545454546,1.3478260869565217,No_1,Yes_No_No_No_No,24+
135,No,No,No,Yes,No,1,4,Yes,8,748,280,357,26,16,20.0,20.0,20.0,32,5,20.0,Donor,train,32,0.0053475935828877,0.0106951871657754,5.0,1.0,1.25,No_1,No_No_No_Yes_Yes,24+
136,No,Yes,No,No,No,1,3,Yes,7,388,401,412,12,94,174.0,15.0,14.0,20,7,12.42857143,Donor,train,21,0.007731958762886598,0.01804123711340206,58.0,0.8285714286666667,1.851063829787234,No_1,No_Yes_No_No_Yes,13-24
137,No,No,No,Yes,Yes,1,3,Yes,8,2454,605,625,4,22,30.0,7.0,7.0,29,3,6.0,No Donor,train,24,0.0012224938875305623,0.0032599837000814994,10.0,0.8571428571428571,1.3636363636363635,Yes_1,No_No_No_Yes_Yes,24+
138,No,No,Yes,No,No,1,3,Yes,8,875,451,510,13,37,118.0,20.0,15.0,37,2,13.11111111,Donor,train,24,0.0034285714285714284,0.009142857142857144,39.333333333333336,0.6555555555,3.189189189189189,No_1,No_No_Yes_No_Yes,24+
139,No,No,No,Yes,Yes,1,4,Yes,2,1240,501,582,7,116,236.0,12.0,3.0,32,3,7.866666667,No Donor,train,8,0.0032258064516129032,0.0016129032258064516,59.0,0.6555555555833333,2.0344827586206895,Yes_1,No_No_No_Yes_Yes,24+
140,No,No,No,Yes,Yes,1,7,No,8,938,492,536,10,20,25.0,20.0,20.0,31,6,12.5,Donor,train,56,0.007462686567164179,0.008528784648187633,3.5714285714285716,0.625,1.25,Yes_1,No_No_No_Yes_No,24+
141,No,No,Yes,No,Yes,1,4,Yes,5,550,72,135,66,73,184.0,10.0,6.0,36,3,5.935483871,Donor,train,20,0.007272727272727273,0.00909090909090909,46.0,0.5935483871,2.5205479452054793,Yes_1,No_No_Yes_No_Yes,24+
142,No,No,Yes,No,Yes,1,1,Yes,4,556,265,356,19,74,311.0,25.0,15.0,37,14,12.44,No Donor,train,4,0.0017985611510791368,0.007194244604316547,311.0,0.4976,4.202702702702703,Yes_1,No_No_Yes_No_Yes,24+
143,No,No,No,Yes,Yes,1,4,Yes,8,790,409,457,8,44,82.0,10.0,9.0,30,12,7.454545455,Donor,train,32,0.005063291139240506,0.010126582278481013,20.5,0.7454545455,1.8636363636363635,Yes_1,No_No_No_Yes_Yes,24+
144,Yes,No,No,No,No,2,5,No,8,1263,310,472,26,22,35.0,20.0,20.0,32,5,17.5,Donor,train,40,0.00395882818685669,0.006334125098970704,7.0,0.875,1.5909090909090908,No_2,Yes_No_No_No_No,24+
145,No,No,No,Yes,Yes,1,4,Yes,9,1397,526,538,5,81,110.0,10.0,5.0,17,25,7.333333333,Donor,dev,36,0.002863278453829635,0.006442376521116679,27.5,0.7333333333,1.3580246913580247,Yes_1,No_No_No_Yes_Yes,13-24
146,No,No,Yes,No,Yes,4,4,Yes,8,898,542,521,14,24,42.0,12.0,12.0,31,4,10.5,No Donor,train,32,0.004454342984409799,0.008908685968819599,10.5,0.875,1.75,Yes_4,No_No_Yes_No_Yes,24+
147,Yes,No,No,No,Yes,1,4,No,8,1805,477,565,8,26,63.0,15.0,15.0,28,1,7.875,Donor,train,32,0.00221606648199446,0.00443213296398892,15.75,0.525,2.423076923076923,Yes_1,Yes_No_No_No_No,24+
148,No,No,Yes,No,Yes,1,4,No,8,615,327,352,15,40,115.0,20.0,20.0,29,5,16.42857143,Donor,train,32,0.0065040650406504065,0.013008130081300813,28.75,0.8214285715,2.875,Yes_1,No_No_Yes_No_No,24+
149,No,No,Yes,No,Yes,1,2,Yes,8,437,304,285,28,30,42.0,7.0,7.0,29,1,5.25,No Donor,train,16,0.004576659038901602,0.018306636155606407,21.0,0.75,1.4,Yes_1,No_No_Yes_No_Yes,24+
150,No,No,No,Yes,Yes,1,3,Yes,8,2348,506,521,16,20,20.0,15.0,15.0,37,5,10.0,No Donor,train,24,0.0012776831345826234,0.0034071550255536627,6.666666666666667,0.6666666666666666,1.0,Yes_1,No_No_No_Yes_Yes,24+
151,No,No,No,Yes,Yes,1,6,No,8,1413,445,466,3,38,50.0,10.0,10.0,32,9,5.0,Donor,train,48,0.004246284501061571,0.005661712668082095,8.333333333333334,0.5,1.3157894736842106,Yes_1,No_No_No_Yes_No,24+
152,Yes,No,No,No,Yes,1,7,No,9,948,565,595,5,71,222.0,20.0,15.0,30,4,11.1,Donor,train,63,0.007383966244725738,0.00949367088607595,31.714285714285715,0.5549999999999999,3.1267605633802815,Yes_1,Yes_No_No_No_No,24+
153,No,No,No,Yes,Yes,1,5,No,8,1620,613,709,0,52,70.0,25.0,20.0,37,27,17.5,Donor,train,40,0.0030864197530864196,0.0049382716049382715,14.0,0.7,1.3461538461538463,Yes_1,No_No_No_Yes_No,24+
154,No,Yes,No,No,Yes,1,3,No,8,397,302,323,29,17,15.0,15.0,15.0,36,5,15.0,No Donor,train,24,0.007556675062972292,0.020151133501259445,5.0,1.0,0.8823529411764706,Yes_1,No_Yes_No_No_No,24+
155,No,No,No,Yes,Yes,1,2,Yes,8,908,515,635,4,57,100.0,5.0,3.0,28,3,3.703703704,Donor,train,16,0.0022026431718061676,0.00881057268722467,50.0,0.7407407408,1.7543859649122806,Yes_1,No_No_No_Yes_Yes,24+
156,No,No,Yes,No,Yes,1,4,No,8,665,308,314,38,16,15.0,15.0,15.0,37,5,15.0,Donor,train,32,0.006015037593984963,0.012030075187969926,3.75,1.0,0.9375,Yes_1,No_No_Yes_No_No,24+
157,No,Yes,No,No,No,1,1,Yes,8,316,207,235,34,63,65.0,15.0,5.0,29,12,5.909090909,Donor,train,8,0.0031645569620253164,0.02531645569620253,65.0,0.3939393939333333,1.0317460317460319,No_1,No_Yes_No_No_Yes,24+
158,No,No,No,Yes,Yes,1,6,No,8,2891,630,678,2,23,32.0,10.0,10.0,28,4,8.0,Donor,train,48,0.0020754064337599448,0.002767208578346593,5.333333333333333,0.8,1.391304347826087,Yes_1,No_No_No_Yes_No,24+
159,No,No,No,Yes,Yes,1,4,Yes,1,522,220,285,21,57,107.0,36.0,36.0,37,12,17.83333333,No Donor,train,4,0.007662835249042145,0.0019157088122605363,26.75,0.49537037027777775,1.8771929824561404,Yes_1,No_No_No_Yes_Yes,24+
160,No,No,Yes,No,No,1,2,Yes,2,319,169,212,45,134,5674.9,375.0,27.0,33,0,23.94472574,No Donor,dev,4,0.006269592476489028,0.006269592476489028,2837.45,0.06385260197333333,42.349999999999994,No_1,No_No_Yes_No_Yes,24+
161,No,Yes,No,No,No,1,6,No,8,794,530,578,2,46,85.0,15.0,15.0,37,19,12.14285714,Donor,dev,48,0.007556675062972292,0.010075566750629723,14.166666666666666,0.8095238093333333,1.8478260869565217,No_1,No_Yes_No_No_No,24+
162,No,No,Yes,No,No,1,2,Yes,2,435,353,360,18,65,173.0,10.0,9.0,32,2,5.766666667,No Donor,train,4,0.004597701149425287,0.004597701149425287,86.5,0.5766666667,2.6615384615384614,No_1,No_No_Yes_No_Yes,24+
163,No,Yes,No,No,Yes,1,5,Yes,1,371,234,295,32,47,55.0,10.0,7.0,31,16,6.111111111,Donor,dev,5,0.013477088948787063,0.0026954177897574125,11.0,0.6111111110999999,1.1702127659574468,Yes_1,No_Yes_No_No_Yes,24+
164,No,No,No,Yes,Yes,1,4,Yes,8,2411,394,437,13,57,122.0,10.0,7.0,17,3,6.1,No Donor,dev,32,0.0016590626296142678,0.0033181252592285357,30.5,0.61,2.1403508771929824,Yes_1,No_No_No_Yes_Yes,13-24
165,Yes,No,No,No,Yes,1,5,No,8,1786,358,472,9,28,42.0,17.0,17.0,30,9,14.0,Donor,dev,40,0.002799552071668533,0.004479283314669653,8.4,0.8235294117647058,1.5,Yes_1,Yes_No_No_No_No,24+
166,No,No,No,Yes,Yes,1,5,No,8,736,253,284,30,31,125.0,25.0,25.0,35,5,25.0,Donor,dev,40,0.006793478260869565,0.010869565217391304,25.0,1.0,4.032258064516129,Yes_1,No_No_No_Yes_No,24+
167,No,No,Yes,No,Yes,1,7,Yes,6,1434,449,485,4,60,129.0,13.0,5.0,37,4,8.0625,Donor,train,42,0.0048814504881450485,0.0041841004184100415,18.428571428571427,0.6201923076923077,2.15,Yes_1,No_No_Yes_No_Yes,24+
168,Yes,No,No,No,No,1,5,Yes,1,550,296,304,20,101,154.0,20.0,20.0,23,3,14.0,No Donor,dev,5,0.00909090909090909,0.0018181818181818182,30.8,0.7,1.5247524752475248,No_1,Yes_No_No_No_Yes,13-24
169,No,No,Yes,No,No,1,3,Yes,8,598,267,325,25,24,51.0,10.0,10.0,31,1,8.5,Donor,train,24,0.005016722408026756,0.013377926421404682,17.0,0.85,2.125,No_1,No_No_Yes_No_Yes,24+
170,Yes,No,No,No,Yes,1,2,No,1,580,213,264,21,39,60.0,15.0,15.0,31,4,12.0,No Donor,train,2,0.0034482758620689655,0.0017241379310344827,30.0,0.8,1.5384615384615385,Yes_1,Yes_No_No_No_No,24+
171,No,No,Yes,No,Yes,1,4,No,2,537,248,307,29,75,266.0,11.0,8.0,19,3,7.823529412,Donor,train,8,0.0074487895716946,0.0037243947858473,66.5,0.7112299465454546,3.546666666666667,Yes_1,No_No_Yes_No_No,13-24
172,No,Yes,No,No,Yes,1,5,Yes,8,353,248,269,21,25,39.0,11.0,8.0,31,6,7.8,Donor,train,40,0.014164305949008499,0.0226628895184136,7.8,0.7090909090909091,1.56,Yes_1,No_Yes_No_No_Yes,24+
173,Yes,No,No,No,Yes,1,5,Yes,3,2099,684,754,5,75,295.0,15.0,15.0,30,10,9.833333333,No Donor,train,15,0.0023820867079561697,0.0014292520247737017,59.0,0.6555555555333333,3.933333333333333,Yes_1,Yes_No_No_No_Yes,24+
174,No,No,Yes,No,Yes,1,2,Yes,7,536,353,376,6,50,74.0,16.0,15.0,33,3,10.57142857,Donor,dev,14,0.0037313432835820895,0.013059701492537313,37.0,0.660714285625,1.48,Yes_1,No_No_Yes_No_Yes,24+
175,No,No,Yes,No,Yes,1,4,Yes,2,1100,263,342,20,36,98.0,10.0,4.0,28,2,4.454545455,Donor,train,8,0.0036363636363636364,0.0018181818181818182,24.5,0.44545454549999997,2.7222222222222223,Yes_1,No_No_Yes_No_Yes,24+
176,No,Yes,No,No,No,1,2,Yes,4,444,196,263,38,36,178.0,20.0,20.0,37,0,9.888888889,No Donor,train,8,0.0045045045045045045,0.009009009009009009,89.0,0.49444444445,4.944444444444445,No_1,No_Yes_No_No_Yes,24+
177,No,Yes,No,No,No,1,3,Yes,8,297,252,290,20,26,35.0,10.0,10.0,29,2,5.833333333,Donor,train,24,0.010101010101010102,0.026936026936026935,11.666666666666666,0.5833333332999999,1.3461538461538463,No_1,No_Yes_No_No_Yes,24+
178,No,No,No,Yes,Yes,1,7,No,8,3897,547,723,0,30,67.0,25.0,22.0,34,5,22.33333333,No Donor,train,56,0.001796253528355145,0.002052861175263023,9.571428571428571,0.8933333332,2.2333333333333334,Yes_1,No_No_No_Yes_No,24+
179,No,No,No,Yes,No,1,4,Yes,6,571,374,393,9,61,79.0,12.0,12.0,37,5,5.642857143,No Donor,train,24,0.0070052539404553416,0.010507880910683012,19.75,0.47023809525,1.2950819672131149,No_1,No_No_No_Yes_Yes,24+
180,Yes,No,No,No,No,1,3,No,5,558,305,287,25,46,180.0,30.0,15.0,37,1,16.36363636,No Donor,train,15,0.005376344086021506,0.008960573476702509,60.0,0.5454545453333334,3.9130434782608696,No_1,Yes_No_No_No_No,24+
181,No,No,No,Yes,No,1,2,Yes,8,835,310,364,22,43,79.0,10.0,5.0,31,2,5.642857143,No Donor,train,16,0.0023952095808383233,0.009580838323353293,39.5,0.5642857143,1.8372093023255813,No_1,No_No_No_Yes_Yes,24+
182,Yes,No,No,No,Yes,1,1,Yes,2,697,251,343,33,63,105.0,7.0,7.0,30,6,4.772727273,No Donor,train,2,0.0014347202295552368,0.0028694404591104736,105.0,0.6818181818571428,1.6666666666666667,Yes_1,Yes_No_No_No_Yes,24+
183,No,Yes,No,No,No,1,5,Yes,2,832,450,491,7,53,98.0,10.0,10.0,28,4,5.764705882,Donor,dev,10,0.006009615384615385,0.002403846153846154,19.6,0.5764705882000001,1.849056603773585,No_1,No_Yes_No_No_Yes,24+
184,No,No,No,Yes,Yes,1,4,Yes,8,819,415,428,5,26,28.0,10.0,10.0,29,4,5.6,No Donor,train,32,0.004884004884004884,0.009768009768009768,7.0,0.5599999999999999,1.0769230769230769,Yes_1,No_No_No_Yes_Yes,24+
185,No,Yes,No,No,No,1,1,Yes,8,703,429,501,0,21,25.0,10.0,10.0,30,6,8.333333333,No Donor,train,8,0.001422475106685633,0.011379800853485065,25.0,0.8333333333,1.1904761904761905,No_1,No_Yes_No_No_Yes,24+
186,No,Yes,No,No,Yes,1,4,No,1,537,275,306,22,70,91.0,7.0,5.0,17,10,4.333333333,Donor,train,4,0.0074487895716946,0.00186219739292365,22.75,0.6190476189999999,1.3,Yes_1,No_Yes_No_No_No,13-24
187,No,No,Yes,No,Yes,4,5,No,8,1050,538,618,2,21,30.0,20.0,20.0,34,2,15.0,Donor,train,40,0.004761904761904762,0.007619047619047619,6.0,0.75,1.4285714285714286,Yes_4,No_No_Yes_No_No,24+
188,Yes,No,No,No,Yes,1,5,Yes,8,1011,441,483,6,29,36.0,7.0,7.0,33,4,6.0,No Donor,train,40,0.004945598417408506,0.00791295746785361,7.2,0.8571428571428571,1.2413793103448276,Yes_1,Yes_No_No_No_Yes,24+
189,Yes,No,No,No,Yes,1,4,Yes,5,1622,370,465,18,70,99.0,7.0,6.0,31,15,4.95,Donor,train,20,0.002466091245376079,0.0030826140567200987,24.75,0.7071428571428572,1.4142857142857144,Yes_1,Yes_No_No_No_Yes,24+
190,Yes,No,No,No,Yes,1,1,Yes,5,428,203,271,39,73,161.0,6.0,3.0,32,7,3.659090909,Donor,train,5,0.002336448598130841,0.011682242990654205,161.0,0.6098484848333333,2.2054794520547945,Yes_1,Yes_No_No_No_Yes,24+
191,No,No,No,Yes,Yes,1,7,Yes,8,3413,509,604,8,23,45.0,25.0,25.0,35,5,22.5,No Donor,dev,56,0.0020509815411661296,0.0023439789041898623,6.428571428571429,0.9,1.9565217391304348,Yes_1,No_No_No_Yes_Yes,24+
192,No,No,No,Yes,Yes,1,4,No,3,1311,358,385,22,73,132.0,9.0,6.0,33,15,6.285714286,No Donor,train,12,0.0030511060259344014,0.002288329519450801,33.0,0.6984126984444444,1.8082191780821917,Yes_1,No_No_No_Yes_No,24+
193,No,No,No,Yes,Yes,1,7,Yes,8,5926,1500,1331,0,26,111.0,26.0,26.0,29,2,22.2,Donor,train,56,0.001181235234559568,0.0013499831252109348,15.857142857142858,0.8538461538461538,4.269230769230769,Yes_1,No_No_No_Yes_Yes,24+
194,No,No,Yes,No,Yes,1,4,No,8,424,204,240,40,21,40.0,20.0,20.0,32,5,20.0,No Donor,train,32,0.009433962264150943,0.018867924528301886,10.0,1.0,1.9047619047619047,Yes_1,No_No_Yes_No_No,24+
195,No,No,Yes,No,Yes,1,5,No,7,1311,456,466,6,55,135.0,14.0,10.0,31,6,11.25,Donor,train,35,0.0038138825324180014,0.005339435545385202,27.0,0.8035714285714286,2.4545454545454546,Yes_1,No_No_Yes_No_No,24+
196,No,No,No,Yes,No,1,1,Yes,8,1464,197,245,35,20,32.0,12.0,12.0,31,3,10.66666667,No Donor,train,8,0.0006830601092896175,0.00546448087431694,32.0,0.8888888891666666,1.6,No_1,No_No_No_Yes_Yes,24+
197,No,No,Yes,No,Yes,1,7,No,8,677,563,582,3,37,36.0,7.0,7.0,29,8,5.142857143,No Donor,train,56,0.0103397341211226,0.011816838995568686,5.142857142857143,0.7346938775714286,0.972972972972973,Yes_1,No_No_Yes_No_No,24+
198,No,No,Yes,No,Yes,1,2,Yes,8,1033,475,517,5,22,24.0,19.0,19.0,34,10,12.0,No Donor,train,16,0.001936108422071636,0.007744433688286544,12.0,0.631578947368421,1.0909090909090908,Yes_1,No_No_Yes_No_Yes,24+
199,No,Yes,No,No,Yes,1,4,Yes,8,414,211,257,34,33,47.0,6.0,4.0,37,6,4.272727273,No Donor,train,32,0.00966183574879227,0.01932367149758454,11.75,0.7121212121666667,1.4242424242424243,Yes_1,No_Yes_No_No_Yes,24+
200,No,No,No,Yes,Yes,1,4,Yes,8,567,301,345,10,28,133.0,25.0,20.0,29,1,14.77777778,Donor,train,32,0.007054673721340388,0.014109347442680775,33.25,0.5911111111999999,4.75,Yes_1,No_No_No_Yes_Yes,24+
201,Yes,No,No,No,Yes,1,4,Yes,8,742,443,465,11,21,32.0,12.0,10.0,32,3,10.66666667,Donor,dev,32,0.005390835579514825,0.01078167115902965,8.0,0.8888888891666666,1.5238095238095237,Yes_1,Yes_No_No_No_Yes,24+
202,No,Yes,No,No,No,1,2,Yes,8,798,430,447,7,43,70.0,10.0,5.0,31,7,5.833333333,Donor,train,16,0.002506265664160401,0.010025062656641603,35.0,0.5833333332999999,1.627906976744186,No_1,No_Yes_No_No_Yes,24+
203,No,No,No,Yes,Yes,1,3,Yes,8,801,337,383,23,41,56.0,10.0,8.0,31,3,7.0,No Donor,train,24,0.003745318352059925,0.009987515605493134,18.666666666666668,0.7,1.3658536585365855,Yes_1,No_No_No_Yes_Yes,24+
204,No,No,Yes,No,Yes,1,4,Yes,8,682,416,449,8,75,126.0,12.0,10.0,31,4,6.631578947,Donor,train,32,0.005865102639296188,0.011730205278592375,31.5,0.5526315789166667,1.68,Yes_1,No_No_Yes_No_Yes,24+
205,Yes,No,No,No,Yes,1,6,No,8,1435,457,573,7,16,16.0,16.0,16.0,37,5,16.0,No Donor,train,48,0.004181184668989547,0.005574912891986063,2.6666666666666665,1.0,1.0,Yes_1,Yes_No_No_No_No,24+
206,No,No,Yes,No,Yes,1,3,Yes,8,303,240,281,43,30,35.0,10.0,10.0,31,8,7.0,Donor,train,24,0.009900990099009901,0.026402640264026403,11.666666666666666,0.7,1.1666666666666667,Yes_1,No_No_Yes_No_Yes,24+
207,Yes,No,No,No,Yes,1,4,No,9,1332,561,646,0,42,135.0,50.0,25.0,29,3,27.0,No Donor,dev,36,0.003003003003003003,0.006756756756756757,33.75,0.54,3.2142857142857144,Yes_1,Yes_No_No_No_No,24+
208,No,No,Yes,No,Yes,1,4,No,2,591,310,356,20,63,77.0,11.0,11.0,37,9,4.277777778,Donor,train,8,0.00676818950930626,0.00338409475465313,19.25,0.3888888889090909,1.2222222222222223,Yes_1,No_No_Yes_No_No,24+
209,Yes,No,No,No,Yes,1,2,Yes,8,779,383,430,9,21,32.0,11.0,6.0,28,3,6.4,No Donor,dev,16,0.0025673940949935813,0.010269576379974325,16.0,0.5818181818181819,1.5238095238095237,Yes_1,Yes_No_No_No_Yes,24+
210,No,No,No,Yes,Yes,1,6,Yes,3,1137,324,352,20,98,406.0,15.0,14.0,29,4,8.826086957,Donor,train,18,0.005277044854881266,0.002638522427440633,67.66666666666667,0.5884057971333333,4.142857142857143,Yes_1,No_No_No_Yes_Yes,24+
211,No,No,No,Yes,No,1,6,Yes,8,594,400,411,10,108,321.0,20.0,20.0,28,3,13.95652174,No Donor,train,48,0.010101010101010102,0.013468013468013467,53.5,0.6978260869999999,2.9722222222222223,No_1,No_No_No_Yes_Yes,24+
212,Yes,No,No,No,Yes,1,4,Yes,8,1224,431,497,11,33,39.0,10.0,10.0,32,11,7.8,No Donor,train,32,0.0032679738562091504,0.006535947712418301,9.75,0.78,1.1818181818181819,Yes_1,Yes_No_No_No_Yes,24+
213,No,No,No,Yes,Yes,1,2,No,2,777,282,312,9,44,70.0,15.0,15.0,36,8,11.66666667,No Donor,train,4,0.002574002574002574,0.002574002574002574,35.0,0.777777778,1.5909090909090908,Yes_1,No_No_No_Yes_No,24+
214,No,Yes,No,No,Yes,1,4,No,8,1208,496,501,5,104,404.0,25.0,14.0,17,5,13.46666667,Donor,train,32,0.0033112582781456954,0.006622516556291391,101.0,0.5386666668,3.8846153846153846,Yes_1,No_Yes_No_No_No,13-24
215,No,No,No,Yes,Yes,1,4,Yes,8,2721,208,282,33,24,101.0,32.0,32.0,31,2,25.25,No Donor,train,32,0.001470047776552738,0.002940095553105476,25.25,0.7890625,4.208333333333333,Yes_1,No_No_No_Yes_Yes,24+
216,No,No,Yes,No,No,1,1,No,4,1134,348,361,13,41,70.0,25.0,25.0,19,14,17.5,No Donor,train,4,0.0008818342151675485,0.003527336860670194,70.0,0.7,1.7073170731707317,No_1,No_No_Yes_No_No,13-24
217,No,No,Yes,No,Yes,1,2,Yes,4,501,321,366,16,84,352.0,20.0,20.0,30,2,8.8,No Donor,train,8,0.003992015968063872,0.007984031936127744,176.0,0.44000000000000006,4.190476190476191,Yes_1,No_No_Yes_No_Yes,24+
218,Yes,No,No,No,Yes,1,5,Yes,3,662,287,325,16,54,109.0,20.0,20.0,29,5,10.9,Donor,train,15,0.0075528700906344415,0.004531722054380665,21.8,0.545,2.0185185185185186,Yes_1,Yes_No_No_No_Yes,24+
