,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type
218,Yes,No,No,No,Yes,1,5,Yes,3,662,287,325,16,54,109.0,20.0,20.0,29,5,10.9,Donor,train
219,No,No,No,Yes,Yes,1,5,Yes,2,1224,299,324,16,39,129.0,13.0,13.0,30,9,9.923076923,Donor,train
220,No,No,Yes,No,Yes,1,4,Yes,6,1079,416,463,7,48,133.0,20.0,20.0,34,4,14.77777778,No Donor,dev
221,No,No,No,Yes,Yes,1,5,Yes,8,3187,462,529,10,26,63.0,15.0,10.0,29,2,10.5,No Donor,train
222,Yes,No,No,No,Yes,1,4,Yes,1,485,182,218,40,73,110.0,10.0,10.0,28,5,6.111111111,No Donor,train
223,Yes,No,No,No,Yes,1,7,Yes,8,861,375,461,4,25,45.0,11.0,10.0,30,4,7.5,Donor,train
224,Yes,No,No,No,No,1,3,Yes,3,557,224,269,25,76,214.0,10.0,9.0,31,5,8.916666667,No Donor,train
225,Yes,No,No,No,Yes,1,3,No,8,523,351,382,18,39,61.0,15.0,15.0,32,11,12.2,No Donor,train
226,No,No,Yes,No,Yes,1,4,Yes,8,1087,597,636,0,56,186.0,100.0,5.0,26,4,18.6,Donor,train
227,No,No,No,Yes,Yes,1,6,Yes,9,1202,592,666,1,48,63.0,5.0,3.0,30,1,2.52,No Donor,train
228,Yes,No,No,No,Yes,1,3,No,9,2115,558,680,6,91,143.0,12.0,11.0,28,7,8.411764706,No Donor,train
229,No,No,No,Yes,Yes,1,1,Yes,3,1126,451,472,9,121,273.0,17.0,16.0,28,8,10.5,Donor,dev
230,No,No,No,Yes,Yes,1,3,No,7,827,419,480,9,61,134.5,12.0,12.0,31,10,6.725,Donor,train
231,No,No,No,Yes,No,1,5,No,8,1007,330,366,15,18,25.0,25.0,25.0,37,5,25.0,No Donor,train
232,No,No,No,Yes,Yes,1,4,Yes,8,1614,293,322,23,27,70.0,25.0,25.0,32,8,23.33333333,Donor,train
233,Yes,No,No,No,Yes,1,6,No,8,527,250,261,26,35,63.0,10.0,6.0,31,9,7.875,Donor,train
234,No,No,No,Yes,Yes,1,6,No,8,5505,1255,1142,0,24,39.0,16.0,13.0,34,6,13.0,No Donor,train
235,No,Yes,No,No,Yes,1,3,Yes,7,637,317,338,11,83,214.0,14.0,5.0,17,23,8.916666667,Donor,train
236,No,No,No,Yes,Yes,1,6,No,7,2544,541,604,7,69,131.0,20.0,20.0,33,2,11.90909091,No Donor,dev
237,Yes,No,No,No,Yes,1,6,No,7,1345,508,616,8,73,106.75,7.0,4.0,28,14,4.105769231,Donor,dev
238,No,Yes,No,No,Yes,1,4,No,9,2278,338,493,14,52,75.0,12.0,12.0,30,16,9.375,Donor,dev
239,No,No,No,Yes,No,1,2,Yes,4,924,358,384,10,39,107.0,15.0,15.0,28,1,5.944444444,Donor,dev
240,Yes,No,No,No,Yes,1,4,No,8,977,464,486,5,64,101.0,7.0,5.0,31,4,4.590909091,Donor,train
241,No,No,No,Yes,Yes,1,4,No,8,1835,465,493,10,27,36.0,7.0,4.0,31,0,5.142857143,Donor,dev
242,No,No,Yes,No,Yes,1,2,Yes,1,389,226,283,29,65,129.0,12.0,12.0,37,9,9.214285714,Donor,dev
243,No,No,No,Yes,No,3,2,Yes,8,888,233,335,33,24,42.0,10.0,10.0,28,2,7.0,Donor,train
244,No,No,No,Yes,Yes,1,4,Yes,8,928,371,458,10,77,275.0,30.0,25.0,35,7,9.482758621,No Donor,train
245,No,Yes,No,No,Yes,1,6,No,8,855,425,472,9,78,543.0,50.0,10.0,36,8,15.51428571,No Donor,dev
246,No,No,No,Yes,Yes,2,4,No,4,1441,394,430,7,68,73.0,10.0,10.0,30,3,4.866666667,No Donor,train
247,No,Yes,No,No,Yes,1,5,No,1,400,231,282,28,37,62.0,17.0,13.0,32,5,10.33333333,No Donor,train
248,Yes,No,No,No,Yes,1,5,Yes,7,1739,391,409,8,51,105.0,9.0,7.0,32,9,6.5625,Donor,train
249,No,No,No,Yes,Yes,1,4,No,8,1086,382,440,12,22,35.0,15.0,10.0,37,4,11.66666667,No Donor,train
250,No,Yes,No,No,Yes,1,1,No,3,559,316,371,12,69,114.0,21.0,12.0,19,5,11.4,No Donor,train
251,Yes,No,No,No,Yes,1,5,No,8,563,334,345,7,27,36.0,10.0,10.0,32,6,7.2,Donor,train
252,No,No,Yes,No,Yes,1,6,No,8,572,336,359,8,20,22.0,10.0,10.0,31,3,7.333333333,Donor,train
253,Yes,No,No,No,Yes,4,6,Yes,8,2521,789,875,0,22,20.0,15.0,15.0,36,4,10.0,No Donor,train
254,No,Yes,No,No,Yes,2,7,Yes,8,671,413,465,7,71,73.0,15.0,15.0,37,10,7.3,Donor,train
255,No,No,No,Yes,Yes,1,4,No,8,785,315,332,5,25,48.0,20.0,20.0,32,8,16.0,Donor,train
256,No,Yes,No,No,Yes,1,4,Yes,8,833,441,484,7,61,94.0,15.0,8.0,29,7,7.230769231,No Donor,dev
257,No,No,Yes,No,Yes,1,4,No,7,589,437,454,9,71,118.0,10.0,10.0,30,3,7.375,Donor,train
258,No,No,No,Yes,Yes,1,7,No,5,2164,515,559,1,52,100.0,13.0,13.0,31,9,9.090909091,Donor,dev
259,Yes,No,No,No,Yes,1,5,Yes,3,439,220,276,31,76,206.0,15.0,15.0,30,6,11.44444444,Donor,dev
260,Yes,No,No,No,Yes,1,5,No,5,349,133,210,55,62,140.0,9.0,6.0,30,12,6.363636364,Donor,dev
261,No,No,No,Yes,Yes,1,5,Yes,9,1460,646,695,0,42,152.0,25.0,11.0,37,1,10.85714286,No Donor,train
262,No,No,Yes,No,Yes,1,4,Yes,5,645,298,362,18,55,89.0,10.0,10.0,28,17,8.090909091,No Donor,dev
263,Yes,No,No,No,No,2,1,Yes,8,551,284,320,21,37,108.0,20.0,15.0,31,2,13.5,No Donor,train
264,Yes,No,No,No,Yes,1,6,No,4,0,0,0,0,52,124.0,11.0,11.0,29,3,8.266666667,Donor,train
265,No,No,No,Yes,Yes,1,4,Yes,8,2526,413,456,15,58,87.0,10.0,10.0,31,4,4.833333333,No Donor,train
266,No,No,Yes,No,Yes,1,4,No,9,1561,670,705,3,60,86.0,25.0,25.0,31,5,12.28571429,No Donor,train
267,No,Yes,No,No,Yes,1,5,Yes,8,567,359,372,6,24,31.0,7.0,7.0,30,5,6.2,No Donor,train
268,No,No,No,Yes,Yes,1,4,Yes,7,3991,605,630,2,53,64.0,10.0,10.0,30,9,4.571428571,Donor,train
269,No,No,No,Yes,Yes,1,1,Yes,8,300,250,317,18,36,47.0,10.0,10.0,30,4,5.875,Donor,train
270,No,No,Yes,No,Yes,1,3,No,8,438,323,360,16,78,223.0,15.0,12.0,28,14,9.695652174,Donor,train
271,No,Yes,No,No,No,1,2,Yes,8,589,361,383,11,47,70.0,7.0,5.0,30,10,5.384615385,Donor,train
272,No,No,No,Yes,Yes,1,7,Yes,8,2197,579,626,2,71,125.0,10.0,7.0,29,5,5.952380952,Donor,train
273,No,No,No,Yes,Yes,1,4,No,4,1770,406,469,12,52,93.0,25.0,25.0,34,21,18.6,No Donor,train
274,No,Yes,No,No,No,1,3,Yes,4,461,395,380,14,40,61.0,20.0,20.0,37,14,12.2,No Donor,train
275,No,Yes,No,No,Yes,1,2,Yes,8,1063,469,521,3,37,60.0,15.0,10.0,32,1,10.0,Donor,train
276,No,Yes,No,No,No,1,2,Yes,8,728,406,436,11,30,35.0,6.0,5.0,35,3,5.0,Donor,train
277,No,No,No,Yes,Yes,1,4,Yes,8,625,71,90,90,42,39.0,10.0,2.0,28,2,4.875,No Donor,train
278,No,No,Yes,No,Yes,1,2,Yes,1,423,217,264,36,85,196.0,14.0,8.0,34,6,8.52173913,No Donor,train
279,No,No,No,Yes,Yes,1,4,Yes,8,3190,646,687,6,25,46.0,20.0,20.0,31,8,15.33333333,No Donor,train
280,No,No,Yes,No,Yes,1,4,Yes,4,390,210,245,35,39,47.0,20.0,20.0,30,11,11.75,No Donor,train
281,No,No,No,Yes,Yes,2,5,No,8,933,515,541,6,29,40.0,11.0,10.0,30,7,6.666666667,Donor,train
282,No,No,Yes,No,Yes,1,4,Yes,8,665,263,324,18,50,55.0,5.0,5.0,32,8,5.0,No Donor,train
283,No,No,Yes,No,Yes,1,7,No,9,4019,1158,1108,4,65,75.0,10.0,5.0,30,12,5.357142857,Donor,train
284,Yes,No,No,No,No,1,2,Yes,8,905,386,454,6,67,95.0,21.0,21.0,37,9,7.916666667,No Donor,train
285,No,No,No,Yes,Yes,1,2,Yes,8,913,488,495,3,65,76.0,10.0,5.0,28,11,5.846153846,Donor,train
286,Yes,No,No,No,Yes,1,7,No,8,1586,762,823,0,21,26.0,16.0,16.0,37,5,13.0,No Donor,train
287,No,No,Yes,No,No,1,1,Yes,8,448,231,348,25,29,52.0,11.0,10.0,36,2,8.666666667,Donor,train
288,No,No,No,Yes,Yes,1,7,No,9,5196,772,859,0,57,143.0,25.0,25.0,29,11,17.875,No Donor,train
289,No,Yes,No,No,Yes,1,4,Yes,8,593,307,349,9,34,55.0,10.0,10.0,35,6,9.166666667,Donor,train
290,No,No,No,Yes,No,1,2,Yes,8,1357,444,468,8,28,65.0,25.0,25.0,31,9,21.66666667,No Donor,dev
291,No,No,Yes,No,Yes,1,7,Yes,7,759,447,468,1,73,126.0,7.0,6.0,30,12,4.5,No Donor,train
292,Yes,No,No,No,Yes,1,5,Yes,8,870,524,551,4,25,35.0,20.0,20.0,28,6,8.75,No Donor,train
293,No,Yes,No,No,No,1,2,No,8,1229,291,361,23,34,51.0,10.0,10.0,35,6,8.5,No Donor,train
294,Yes,No,No,No,Yes,1,1,No,8,2540,270,332,19,51,35.0,5.0,3.0,30,3,2.916666667,Donor,train
295,Yes,No,No,No,Yes,1,4,No,8,2088,560,635,6,17,42.0,22.0,22.0,29,7,21.0,No Donor,dev
296,No,No,No,Yes,Yes,1,4,No,9,3750,777,818,2,54,60.0,5.0,5.0,31,12,4.285714286,Donor,train
297,No,No,Yes,No,No,1,6,Yes,8,2704,736,870,0,60,55.0,5.0,5.0,28,2,3.055555556,Donor,train
298,No,Yes,No,No,No,1,2,No,8,610,360,393,14,64,83.0,15.0,10.0,32,22,9.222222222,No Donor,train
299,No,No,Yes,No,Yes,1,4,No,3,657,272,329,24,49,74.0,10.0,10.0,31,4,7.4,Donor,train
300,No,No,No,Yes,Yes,1,7,Yes,9,3914,754,816,1,61,140.0,25.0,15.0,33,8,15.55555556,Donor,train
301,No,No,Yes,No,Yes,1,4,Yes,1,302,241,290,30,57,127.0,12.0,6.0,28,14,8.466666667,Donor,train
302,No,No,No,Yes,Yes,1,4,No,1,865,262,328,21,53,120.0,20.0,16.0,37,4,9.230769231,No Donor,dev
303,No,Yes,No,No,No,1,4,No,3,598,307,359,17,90,270.0,15.0,15.0,19,3,9.310344828,Donor,train
304,No,No,No,Yes,Yes,1,3,No,6,2441,474,512,12,33,48.0,12.0,11.0,35,15,9.6,No Donor,train
305,No,No,Yes,No,Yes,1,1,No,5,512,363,385,10,78,164.0,15.0,10.0,30,0,9.647058824,No Donor,train
306,No,No,Yes,No,No,1,1,Yes,8,393,255,312,23,27,37.0,12.0,12.0,29,9,9.25,No Donor,dev
307,No,No,Yes,No,Yes,1,4,Yes,2,368,207,239,35,68,152.0,6.0,5.0,32,6,4.606060606,Donor,train
308,No,No,No,Yes,Yes,1,4,Yes,8,2659,372,462,9,36,46.0,5.0,4.0,28,1,3.833333333,No Donor,train
309,No,No,No,Yes,Yes,1,4,Yes,8,1289,466,521,4,71,165.0,15.0,5.0,30,13,5.689655172,No Donor,train
310,No,No,No,Yes,Yes,1,4,Yes,7,971,377,448,14,64,95.0,20.0,20.0,36,5,7.916666667,No Donor,train
311,Yes,No,No,No,Yes,1,7,Yes,9,1503,697,741,1,39,45.0,15.0,15.0,29,12,9.0,Donor,train
312,Yes,No,No,No,Yes,1,4,Yes,8,1438,458,533,8,21,26.0,16.0,16.0,30,6,13.0,No Donor,dev
313,No,No,Yes,No,Yes,2,2,Yes,8,947,480,474,5,71,74.0,10.0,5.0,33,6,5.285714286,Donor,train
314,No,No,No,Yes,Yes,1,4,Yes,8,2194,314,395,17,34,46.0,20.0,20.0,36,7,15.33333333,Donor,train
315,Yes,No,No,No,Yes,1,4,Yes,8,916,436,483,7,63,137.0,10.0,5.0,18,5,6.227272727,No Donor,train
316,No,Yes,No,No,No,1,2,Yes,8,541,248,284,24,24,45.0,10.0,10.0,31,5,7.5,No Donor,train
317,No,No,No,Yes,No,1,2,Yes,5,2505,424,516,16,76,200.0,7.0,6.0,34,8,5.555555556,Donor,train
318,No,No,No,Yes,Yes,1,4,No,8,852,401,438,8,22,33.0,10.0,7.0,28,3,6.6,Donor,train
319,No,No,No,Yes,Yes,1,5,No,9,243,161,209,46,72,194.0,15.0,15.0,34,6,10.77777778,No Donor,train
320,No,No,No,Yes,No,1,6,Yes,8,3976,1022,989,0,35,66.0,25.0,25.0,37,6,8.25,Donor,dev
321,No,Yes,No,No,No,1,1,No,8,384,274,350,14,20,20.0,15.0,15.0,31,6,10.0,Donor,dev
322,No,No,No,Yes,No,1,5,Yes,5,572,305,296,17,41,106.0,25.0,25.0,31,20,15.14285714,No Donor,dev
323,No,No,Yes,No,Yes,1,3,Yes,8,921,472,492,0,34,58.0,12.0,12.0,32,6,8.285714286,No Donor,train
324,No,No,No,Yes,Yes,1,6,Yes,8,2564,516,640,11,24,45.0,11.0,9.0,28,4,9.0,Donor,train
325,No,No,Yes,No,Yes,1,3,Yes,8,880,401,417,6,55,53.0,6.0,4.0,30,5,4.076923077,Donor,train
326,Yes,No,No,No,Yes,1,3,Yes,8,532,263,329,12,28,29.0,15.0,15.0,37,2,9.666666667,Donor,dev
327,Yes,No,No,No,Yes,1,4,No,7,750,412,443,9,66,168.0,25.0,15.0,28,7,12.92307692,Donor,dev
328,No,Yes,No,No,Yes,1,3,Yes,8,296,280,315,17,64,52.0,5.0,2.0,20,7,2.260869565,Donor,train
329,No,No,No,Yes,No,1,3,Yes,8,1562,555,548,5,33,50.0,5.0,4.0,32,1,4.166666667,Donor,dev
330,No,No,Yes,No,Yes,1,7,Yes,9,5432,1068,996,0,56,250.0,100.0,100.0,32,0,62.5,Donor,train
331,No,Yes,No,No,Yes,1,7,Yes,9,1326,717,772,0,48,63.0,20.0,15.0,37,3,9.0,Donor,train
332,No,No,No,Yes,Yes,1,5,Yes,8,1225,484,570,6,29,46.0,7.0,5.0,34,2,5.75,Donor,train
333,No,No,Yes,No,Yes,1,4,Yes,8,926,441,498,0,57,186.0,15.0,15.0,31,1,9.789473684,Donor,train
334,No,No,No,Yes,No,1,2,Yes,8,324,204,245,36,34,45.0,7.0,7.0,28,6,3.75,Donor,train
335,Yes,No,No,No,Yes,1,3,Yes,7,1315,416,464,7,62,80.0,6.0,5.0,28,26,4.444444444,Donor,dev
336,No,No,No,Yes,Yes,1,6,No,8,1855,491,571,6,24,35.0,10.0,10.0,28,4,8.75,No Donor,dev
337,No,No,No,Yes,Yes,1,4,No,4,1028,487,539,2,62,87.0,15.0,15.0,36,5,8.7,No Donor,train
338,No,Yes,No,No,No,1,6,Yes,7,733,484,510,4,41,165.0,50.0,50.0,37,10,33.0,Donor,train
339,No,No,Yes,No,Yes,1,4,Yes,7,616,404,437,12,78,228.0,20.0,20.0,29,2,8.142857143,No Donor,train
340,No,No,No,Yes,Yes,3,6,Yes,9,3138,654,684,8,41,72.0,15.0,10.0,31,16,10.28571429,No Donor,train
341,No,No,Yes,No,Yes,1,4,No,5,805,399,461,4,80,100.75,5.0,3.0,28,13,2.583333333,Donor,train
342,No,No,No,Yes,Yes,1,5,No,8,1167,515,571,5,48,73.0,12.0,12.0,33,8,8.111111111,Donor,dev
343,No,No,No,Yes,No,1,2,Yes,5,1030,291,307,25,52,132.0,25.0,24.0,32,11,18.85714286,No Donor,train
344,Yes,No,No,No,No,1,5,Yes,8,766,382,441,6,67,118.0,12.0,10.0,28,9,8.428571429,Donor,train
345,No,Yes,No,No,No,1,2,No,3,607,341,414,8,74,161.0,10.0,10.0,36,13,8.473684211,Donor,train
346,No,No,No,Yes,Yes,1,6,No,8,4138,787,835,1,37,82.0,13.0,13.0,29,6,11.71428571,Donor,train
347,Yes,No,No,No,Yes,1,6,No,9,0,0,0,0,52,245.0,25.0,25.0,29,4,15.3125,No Donor,dev
348,No,No,Yes,No,Yes,1,4,No,8,770,374,461,16,23,36.0,11.0,11.0,28,2,9.0,Donor,dev
349,No,No,No,Yes,Yes,1,2,Yes,8,888,288,390,29,25,64.0,17.0,15.0,18,6,16.0,Donor,train
350,No,No,No,Yes,Yes,1,4,Yes,8,722,188,251,31,42,45.0,7.0,4.0,29,4,4.090909091,Donor,train
351,No,No,No,Yes,No,1,4,No,5,642,283,323,14,50,65.0,20.0,20.0,29,13,10.83333333,Donor,train
352,No,No,No,Yes,Yes,1,4,Yes,5,556,297,310,17,140,1012.0,90.0,90.0,32,4,16.86666667,Donor,train
353,No,No,Yes,No,No,1,2,Yes,8,545,185,230,43,23,36.0,21.0,21.0,37,7,18.0,No Donor,train
354,No,No,No,Yes,Yes,1,5,No,9,3299,311,343,21,81,102.5,8.0,3.0,25,9,3.106060606,Donor,dev
355,No,Yes,No,No,Yes,1,6,Yes,2,621,501,565,0,85,111.0,10.0,10.0,36,4,4.269230769,No Donor,dev
356,No,No,Yes,No,Yes,1,5,No,8,617,427,438,4,68,114.0,11.0,10.0,37,11,7.125,No Donor,train
357,No,No,Yes,No,Yes,1,7,Yes,8,1228,430,453,9,77,719.0,45.0,19.0,32,2,19.43243243,Donor,train
358,No,No,No,Yes,Yes,1,4,No,8,1360,524,521,0,27,33.0,7.0,6.0,31,1,5.5,Donor,train
359,No,Yes,No,No,No,1,2,Yes,8,612,415,399,10,58,84.0,6.0,6.0,35,5,5.25,Donor,dev
360,No,No,Yes,No,Yes,1,7,Yes,8,1508,617,680,1,43,63.0,12.0,11.0,36,3,9.0,Donor,train
361,No,No,No,Yes,Yes,1,7,No,8,2088,804,905,0,59,147.0,11.0,11.0,30,5,7.736842105,Donor,train
362,No,No,No,Yes,No,1,1,No,1,734,234,273,22,53,127.0,25.0,20.0,32,1,18.14285714,No Donor,train
363,No,No,No,Yes,No,1,1,Yes,8,765,361,393,15,26,36.0,16.0,16.0,29,8,12.0,Donor,train
364,No,Yes,No,No,No,1,4,Yes,8,826,503,516,1,24,47.0,25.0,25.0,32,3,15.66666667,No Donor,dev
365,No,No,Yes,No,No,1,2,Yes,1,430,179,215,39,68,129.0,10.0,10.0,36,3,8.6,No Donor,train
366,No,No,No,Yes,Yes,1,6,No,6,2236,448,499,10,58,168.0,15.0,15.0,28,4,12.0,No Donor,train
367,Yes,No,No,No,No,1,4,Yes,8,1815,545,619,7,35,76.0,20.0,15.0,31,6,10.85714286,Donor,train
368,Yes,No,No,No,Yes,1,7,Yes,8,1210,357,438,11,22,26.0,16.0,16.0,37,11,13.0,Donor,dev
369,No,No,No,Yes,Yes,1,3,No,8,913,299,403,27,35,83.0,15.0,15.0,31,1,11.85714286,Donor,train
370,Yes,No,No,No,Yes,1,4,Yes,0,420,241,287,28,97,213.0,12.0,10.0,31,2,8.192307692,No Donor,train
371,No,No,No,Yes,Yes,1,4,Yes,8,998,332,359,19,22,37.0,15.0,15.0,28,5,12.33333333,Donor,train
372,No,No,No,Yes,Yes,1,3,Yes,8,1136,246,344,39,24,25.0,10.0,5.0,33,8,6.25,Donor,train
373,Yes,No,No,No,Yes,1,4,Yes,5,923,343,403,13,48,124.0,20.0,20.0,37,4,17.71428571,Donor,train
374,No,No,No,Yes,Yes,1,5,No,8,1329,353,361,31,45,40.0,15.0,15.0,37,2,4.444444444,No Donor,dev
375,No,No,Yes,No,No,1,3,No,8,486,169,199,39,25,35.0,25.0,25.0,37,8,17.5,No Donor,train
376,No,No,No,Yes,Yes,1,7,No,8,3941,786,811,1,24,100.0,50.0,50.0,31,4,33.33333333,Donor,train
377,No,No,No,Yes,No,1,3,Yes,8,780,329,379,13,23,42.0,17.0,17.0,33,1,14.0,No Donor,train
378,No,No,Yes,No,No,1,1,Yes,8,370,332,293,37,68,76.0,6.0,3.0,29,19,3.619047619,No Donor,train
379,No,No,No,Yes,Yes,1,4,Yes,8,1238,368,445,3,42,100.0,10.0,7.0,29,3,6.666666667,Donor,train
380,No,No,No,Yes,Yes,1,7,Yes,5,2519,425,500,9,87,276.0,12.0,8.0,21,7,9.517241379,Donor,train
381,No,No,No,Yes,Yes,1,4,Yes,8,2111,330,394,12,51,44.0,5.0,3.0,28,1,4.0,Donor,dev
382,No,Yes,No,No,Yes,1,4,No,8,503,399,403,14,59,136.0,15.0,12.0,30,4,8.5,No Donor,train
383,No,No,Yes,No,Yes,1,4,Yes,8,782,323,357,27,16,32.0,12.0,12.0,29,0,10.66666667,No Donor,train
384,No,No,Yes,No,Yes,1,4,No,8,382,246,300,27,41,57.0,10.0,10.0,32,5,8.142857143,Donor,train
385,No,No,No,Yes,Yes,1,4,Yes,8,1374,469,496,8,52,117.0,25.0,25.0,29,3,16.71428571,Donor,train
386,No,No,No,Yes,Yes,2,4,No,8,1068,519,565,1,36,32.0,6.0,5.0,31,4,4.571428571,No Donor,train
387,No,No,No,Yes,No,1,2,No,8,1019,539,575,1,16,20.0,20.0,20.0,37,5,20.0,No Donor,dev
388,No,No,Yes,No,Yes,1,5,Yes,8,622,421,454,18,39,93.0,10.0,5.0,34,8,5.470588235,No Donor,train
389,No,No,No,Yes,No,1,1,Yes,8,1458,504,581,2,24,35.0,11.0,5.0,31,1,7.0,No Donor,train
390,No,No,No,Yes,Yes,1,4,Yes,8,717,321,362,9,19,23.0,11.0,7.0,28,6,7.666666667,Donor,dev
391,No,No,Yes,No,Yes,1,7,No,9,2709,787,873,1,33,60.0,25.0,25.0,31,11,15.0,No Donor,train
392,Yes,No,No,No,Yes,1,4,Yes,8,766,313,342,28,39,155.0,40.0,20.0,29,12,17.22222222,No Donor,dev
393,Yes,No,No,No,Yes,1,5,No,2,369,249,282,23,42,136.0,20.0,15.0,29,4,12.36363636,No Donor,train
394,Yes,No,No,No,Yes,1,7,No,7,984,389,446,11,62,96.0,16.0,15.0,33,5,13.71428571,Donor,train
395,No,No,No,Yes,Yes,1,6,No,9,5932,1434,1142,2,59,183.0,15.0,15.0,34,3,9.631578947,Donor,train
396,Yes,No,No,No,Yes,1,5,No,8,2621,945,980,3,21,36.0,21.0,21.0,30,7,18.0,Donor,train
397,No,No,Yes,No,No,1,2,Yes,5,859,370,444,7,76,298.0,37.0,37.0,32,6,18.625,No Donor,dev
398,No,Yes,No,No,Yes,1,4,Yes,8,2710,580,743,2,25,25.0,10.0,5.0,28,5,6.25,No Donor,train
399,No,No,Yes,No,Yes,1,4,Yes,8,760,470,481,6,25,45.0,13.0,10.0,28,11,11.25,Donor,train
400,No,Yes,No,No,Yes,1,3,Yes,1,614,259,345,14,80,165.0,15.0,14.0,30,3,8.684210526,No Donor,train
401,Yes,No,No,No,Yes,1,1,No,3,428,240,261,28,64,276.0,10.0,8.0,31,3,7.885714286,No Donor,train
402,No,No,No,Yes,Yes,1,1,No,8,484,144,174,54,28,30.0,10.0,10.0,30,6,6.0,No Donor,train
403,No,Yes,No,No,No,1,2,Yes,1,439,260,301,22,96,159.0,11.0,10.0,18,3,7.571428571,Donor,train
404,No,Yes,No,No,Yes,1,2,Yes,3,545,304,350,18,80,153.0,10.0,10.0,30,10,5.884615385,Donor,train
405,No,No,No,Yes,No,1,1,Yes,1,867,259,321,37,38,49.0,10.0,10.0,28,8,7.0,Donor,dev
406,No,No,Yes,No,Yes,1,6,No,9,4967,1500,1217,2,47,89.0,27.0,27.0,37,26,22.25,Donor,dev
407,No,No,No,Yes,Yes,1,2,Yes,8,935,301,316,23,16,20.0,20.0,20.0,36,5,20.0,Donor,dev
408,No,No,No,Yes,Yes,1,4,No,8,775,224,254,12,20,30.0,30.0,30.0,36,5,30.0,No Donor,train
409,No,No,No,Yes,Yes,1,4,Yes,6,0,0,0,0,47,81.0,6.0,3.0,29,1,3.52173913,No Donor,train
410,No,No,Yes,No,Yes,1,4,No,8,1143,446,549,5,17,25.0,25.0,25.0,37,5,25.0,No Donor,train
411,No,No,Yes,No,Yes,1,3,Yes,5,779,434,500,3,98,126.0,7.0,7.0,33,1,4.344827586,Donor,train
412,Yes,No,No,No,Yes,1,6,No,8,406,225,254,33,22,26.0,16.0,16.0,37,5,13.0,Donor,train
413,No,No,Yes,No,Yes,1,4,No,8,1434,473,517,2,88,122.0,20.0,11.0,20,2,9.384615385,Donor,train
414,No,Yes,No,No,Yes,1,1,No,4,805,318,344,29,74,213.0,15.0,10.0,33,6,11.21052632,No Donor,dev
415,Yes,No,No,No,No,1,5,No,8,1700,605,684,3,22,55.0,25.0,10.0,29,7,18.33333333,Donor,dev
416,No,No,Yes,No,Yes,1,4,Yes,6,0,0,0,0,59,235.0,25.0,15.0,37,11,16.78571429,Donor,train
417,No,No,Yes,No,Yes,1,5,No,6,791,360,393,22,63,184.0,15.0,10.0,30,9,11.5,No Donor,train
418,Yes,No,No,No,Yes,1,2,Yes,4,585,322,340,13,54,121.0,15.0,15.0,33,14,11.0,No Donor,train
419,Yes,No,No,No,Yes,1,4,No,8,359,308,297,27,23,56.0,12.0,12.0,29,4,11.2,Donor,train
420,No,No,No,Yes,Yes,1,3,No,8,994,207,270,28,23,32.0,11.0,10.0,28,2,8.0,No Donor,train
421,No,Yes,No,No,No,1,2,No,8,458,257,288,23,31,50.0,20.0,20.0,31,8,12.5,No Donor,dev
422,No,No,Yes,No,Yes,1,1,Yes,9,1333,740,767,0,62,218.0,20.0,17.0,29,8,12.82352941,No Donor,train
423,No,No,No,Yes,Yes,1,4,No,1,1100,357,382,14,55,93.0,12.0,12.0,32,6,8.454545455,Donor,dev
424,No,Yes,No,No,No,1,5,Yes,6,590,372,419,14,63,138.0,20.0,20.0,32,5,12.54545455,No Donor,train
425,No,Yes,No,No,No,1,3,Yes,2,426,220,260,33,60,73.0,12.0,10.0,30,2,5.615384615,Donor,train
426,No,No,Yes,No,Yes,1,7,Yes,8,1896,656,777,5,21,27.0,11.0,11.0,29,2,6.75,No Donor,train
427,No,No,No,Yes,Yes,1,4,Yes,8,1991,382,480,2,24,35.0,15.0,10.0,31,6,11.66666667,No Donor,train
428,No,No,No,Yes,Yes,1,4,No,6,1011,250,314,18,49,90.0,15.0,15.0,36,3,11.25,No Donor,dev
429,Yes,No,No,No,No,1,6,Yes,4,501,236,294,27,73,146.0,10.0,10.0,30,6,7.684210526,No Donor,train
430,Yes,No,No,No,Yes,1,4,No,5,578,309,316,24,83,288.0,25.0,25.0,35,9,19.2,No Donor,train
431,No,No,No,Yes,Yes,1,2,Yes,5,792,280,296,23,81,235.0,20.0,10.0,32,3,9.791666667,No Donor,train
432,Yes,No,No,No,No,1,4,Yes,7,1113,375,452,6,53,84.0,20.0,15.0,29,13,12.0,No Donor,train
433,Yes,No,No,No,Yes,2,2,No,8,368,198,269,34,30,40.0,10.0,10.0,28,9,8.0,No Donor,train
434,No,No,No,No,No,1,1,Yes,8,564,308,358,8,50,63.0,10.0,10.0,31,12,6.3,No Donor,dev
435,No,No,No,Yes,Yes,1,7,Yes,8,5680,713,857,0,25,40.0,15.0,10.0,33,6,13.33333333,No Donor,train
436,Yes,No,No,No,No,1,4,No,8,689,285,329,20,25,32.0,10.0,10.0,29,5,8.0,No Donor,train
437,Yes,No,No,No,No,1,4,Yes,8,583,284,326,21,24,31.0,7.0,5.0,29,4,5.166666667,Donor,train
